,Mean,Std Dev
0,84.6,1.5795568998931315
1,87.96000000000001,0.5770615218501408
2,89.7,0.1732050807568902
3,89.96,0.4037325847637248
4,91.28,0.7854934754662177
5,91.7,0.4415880433163938
6,92.06,0.4277849927241469
7,92.24,0.34351128074635345
8,92.56,0.25099800796022315
9,92.7,0.0
