,Mean,Std Dev
0,75.36,1.2461942063739508
1,75.76,2.733678839951761
2,77.66,1.8229097618916865
3,77.4,2.3864199127563444
4,78.84,2.0923670806051216
5,79.2,1.0700467279516335
6,80.94,0.9659192512834592
7,79.64,1.1674759098157006
8,77.7,4.059556626036885
9,79.1,3.0099833886584855
